,month,air_temp_day_avg,air_temp_night_avg,soil_temp_avg,soil_moisture_avg,air_humidity_avg,wind_speed_avg,rainfall_3d_total,rainfall_7d_total,rain_days_7d,max_daily_rain_7d,porcini_growth_score,chanterelle_growth_score
0,10,16.652559093707758,11.778212827562434,14.435309607130087,82.54064051084332,77.2634870612874,1.8337322217814993,10.695383216136722,19.591714527882345,2,16.3300914408358,100.0,100.0
1,6,16.19752722280597,12.627151549021363,13.908078392917904,73.8333967476609,91.35567723243459,0.028154193249501303,9.563081689772854,19.19255525430909,5,16.782405092337896,99.76335798690614,98.03101573297099
2,9,10.81349723775079,11.97187674532268,12.685548495338203,66.27412686961458,85.60992509733751,1.9821369899852008,3.8823288579337225,7.164646468268607,5,6.4314877543621956,75.57157561638702,87.0516683547087
3,3,-1.504795363534356,-1.4902510968696507,3.326493019417874,77.81794166893991,75.76828385300716,1.998104789047716,13.507465110194628,22.159642453461295,4,7.862739610072045,8.939375920673012,9.851191147373783
4,4,9.01953010343209,6.119461114281791,11.172131289606881,84.65506775714479,62.28404874433333,4.016306385956677,2.1532338971838207,5.849740978223894,5,1.315354807676284,19.667769164658047,25.05370174725619
5,1,6.174921452205903,-3.634974116227446,6.993807500228582,64.2921394347426,87.32850389853793,1.5011213612133387,0.0,0.0,0,0.0,6.065568149949321,10.362288414785327
6,5,19.23432281985411,12.567339931777186,16.248383408068364,73.45885432871854,86.66852718071573,3.465487485122164,18.63484679752273,31.9336940799077,4,13.029141868326247,98.14502860814245,99.47274521787693
7,7,30.790845450496214,16.355925600361207,18.25970717964778,54.05879552530005,78.22820305932885,1.4990417133147744,2.429311056248928,3.18193514925486,2,2.6763120683071238,46.61158725860977,47.66099707175087
8,2,-1.5359135510374138,7.463276745369997,1.3442414005990373,85.4146095884135,87.75579605618883,2.53038602513693,13.985409813704141,22.13241752319685,4,8.021575781924895,16.605649433005784,23.486924037782046
9,9,16.642076798661723,10.581151585101624,15.212023277191761,44.2470196508677,94.3996913757629,1.179353331513875,15.508690857620664,40.55836668127163,2,24.949392369094383,48.45787000930491,44.03142759043168
10,1,-1.6905155841545447,-5.1781580182854015,7.015877217238579,48.83157232168864,86.67686511805873,2.803826260922873,0.0,0.0,0,0.0,4.438511405583834,7.388219887815213
11,11,5.659178928843522,8.040097672733616,16.680037142091873,57.930841555411305,92.17055044440455,3.665345902822967,11.653982584689768,43.09274883916466,6,31.456151036857626,37.5285504923066,42.070200150845274
12,9,24.565673154438283,13.184664075765264,15.288043899047564,62.90775107904078,90.95801772752768,0.9075004168101222,32.01816270159601,44.43745761766746,1,36.43496667038532,49.17815821542545,59.65781221374009
13,4,18.210511055192853,8.41487416031832,10.61062114588775,71.92074347765458,44.25920805268226,1.3479489088628913,16.992637570347394,21.596456299848168,6,6.366874901109471,41.89046625468015,47.97912313862693
14,7,30.29047471170702,14.936570797287185,20.101610980595623,61.730294602136226,66.86247812755542,3.389342256243377,4.032779248945538,6.248216970660778,6,1.1381277810634598,36.58780849849556,49.69601565981967
15,2,3.5054574299067234,1.0012004280886342,5.200611514583556,78.7375132701041,69.2853465243317,1.6208620121163464,6.080125231943276,13.43007787995556,3,6.278622141152616,6.770736163722232,5.080785829178539
16,5,25.24627501771717,15.304719442793711,22.445795889785693,60.475818928121186,99.42876795197986,1.9012084066023778,3.9186824008097876,10.298902467723273,2,7.89642344661186,81.1609090176503,82.8255355261836
17,7,29.294507289487463,13.689135855761723,19.00667722497931,46.11122175479859,67.908127279459,4.676169237344338,4.719158560464717,12.146947474446929,2,7.1868921633226375,28.407585419624056,33.15488741866173
18,8,29.369327311101923,11.594261418495265,19.287066677520407,71.04982006441301,74.46055787568075,0.6480467624527346,0.0,0.0,1,0.0,43.458422880494744,45.42312104178213
19,10,8.503613602216113,16.133299344132823,14.430491250755209,68.55354596829164,88.30572000354842,4.595331279246374,1.2458663864844208,2.7449524917119774,0,4.160087136128543,29.449279017495144,39.47179560165304
20,7,31.51808246236886,11.01736379437738,24.4307971072745,34.81156473152275,73.7693312215738,5.113961134275168,9.156493079230813,12.006129673123592,2,7.378008846800293,7.564357534227643,15.622543058991504
21,8,27.073101923674994,9.891157602815449,22.682729647923978,56.885815307307354,62.62440738714128,2.8825903320187543,0.8669504279859725,1.57549732794652,0,1.9220864321791555,59.05106444737306,54.44237164815687
22,4,20.97427637856638,3.009926072086559,7.8562845409742765,51.116962869285004,75.66303325319697,2.8777417505575826,12.430954049076016,17.48109059603233,2,9.031121934834498,21.780557572443293,24.72349023523066
23,9,25.186314878520086,8.683925119696319,17.794681232046802,62.23649395429812,71.9635805140802,2.902015271335918,23.543523252452413,61.119824843208036,6,12.189478216892237,41.400618201239524,48.893835791683216
24,8,23.161527746961116,13.16791960993173,25.13796601099547,41.9061406984641,67.3254612273597,2.6810776863972046,5.9024024844605,16.554256635772493,2,13.236782887354993,26.1903097417217,28.230617635299463
25,7,26.259749993950038,13.620917619009507,24.230879212940913,89.32712146272348,74.70038809343284,3.934075645388898,10.33908915599298,25.281974417562125,4,10.651208551089987,62.67191134484798,64.29459923714175
26,3,8.231951596625713,1.979766849024477,11.51712230177231,68.03778487852516,60.67746426933646,0.7645854083619898,23.342450426012093,31.381590198898312,5,10.275253032036773,17.488583755374403,15.785235588613759
27,4,0.5326052620486568,14.258612818941966,9.91468490326189,85.99610803087947,81.7294447045235,2.288476960532622,20.029763747405987,48.72993676879747,3,16.885243686569055,17.923385664976845,28.50247651688632
