,month,air_temp_day_avg,air_temp_night_avg,soil_temp_avg,soil_moisture_avg,air_humidity_avg,wind_speed_avg,rainfall_3d_total,rainfall_7d_total,rain_days_7d,max_daily_rain_7d,porcini_growth_score,chanterelle_growth_score
0,6,18.633270638512315,9.755158880328535,16.11099123453161,72.59551167390565,88.94736058118728,1.0765113470399563,19.891301563271284,37.171958398227645,0,29.737566718582116,100.0,100.0
1,8,24.487354921940213,19.351161313016327,22.37818534790854,15.240162392314996,46.4552322654166,4.22434027396662,1.8977902514484424,3.2193256004033226,3,2.575460480322658,0.0,0.0
2,9,18.12715580877921,13.153962269519372,16.193713801325142,82.77538137548788,92.86242242644396,1.1943027143039653,23.842083531478696,39.413960487898066,5,31.531168390318456,100.0,100.0
3,5,21.80505839460526,16.857701599183834,20.54521538393432,51.37319597451928,82.40919412069738,1.5210920707289786,15.93494114142053,26.51650716276304,3,21.213205730210433,22.374868914592767,23.440580215832743
4,9,23.828747372404862,15.804925584920852,22.053790614344514,27.438874232307,36.24733282764082,3.57122976788739,1.5473258847891098,3.5013255100112457,5,2.801060408008997,0.0,0.0
5,7,8.051535888257039,0.14789073314719925,6.133704337180359,79.0228185051628,86.6212714148008,1.1290864915744585,18.94141153264463,43.60773132506415,4,34.886185060051325,0.0,0.0
6,8,18.826577236858796,12.058680233568817,16.708162915367968,74.89055554643492,90.29997714832051,0.6386802555557274,16.623283807577664,31.304722129623777,4,25.04377770369902,100.0,100.0
7,9,10.859700506072453,5.452781045962471,9.272512990539086,95.30799183774515,75.84848714663352,3.0066446855357527,28.965056400883896,45.602092198044986,0,36.48167375843599,0.0,0.0
8,7,18.438321168640424,13.988081864762215,15.993602467447523,79.29033634783687,78.33945839815408,1.225723005651208,19.965595691335743,36.2804076933207,0,29.02432615465656,100.0,100.0
9,6,12.874242625544152,5.72282965994971,11.150617404437371,55.60590767660051,79.52553065241206,1.031026559542319,22.987671409674384,33.38468826722092,2,26.70775061377674,0.0,26.630582415941458
10,6,34.997071338107496,27.41262039231252,33.09834833381992,100.0,93.61293698064758,0.9337593296907468,49.16386533271526,73.29349807297598,5,58.634798458380786,6.140719621358776e-59,4.621513863670568e-56
11,8,19.416543553566612,11.133472133104735,16.899504493896192,16.999747590491868,41.58439137883792,2.444418678987967,0.8998071911030734,1.5297831207532626,1,1.2238264966026102,0.0,0.0
12,9,19.899079609328922,13.429125513106328,18.23935718466335,56.102040225691766,83.3161480434122,0.9653133547514824,12.499161483999911,21.688886422797783,0,17.351109138238225,53.87280188718307,53.87280188718307
13,8,14.47584082863758,10.361821473489092,11.55872240215469,65.99196047444235,78.67174511337093,4.022308522626288,15.90175436832048,37.431834191011845,4,29.945467352809477,59.188021497376944,100.0
14,8,21.43494896048165,16.10007064502218,19.771810965796544,22.88012581051552,41.434561047521505,2.47510157137271,1.9060554803381757,4.689132274874915,3,3.751305819899932,0.0,0.0
15,6,36.961607718397666,29.600407253198608,35.399140150719646,100.0,74.93162645925722,3.7714757642909715,42.257668292027816,67.01245444993054,0,53.60996355994444,1.1436187942011676e-63,2.2984757728511563e-60
16,5,14.412082915963255,8.557471496651061,11.752503429698429,68.74452162763308,70.9353139044045,1.927125017702219,18.45430121509995,26.906419726846423,3,21.52513578147714,55.334046885069135,100.0
17,6,11.605399904622,7.3808468076603555,9.735205784615925,48.73905333234593,93.40108925122408,4.512547698147113,17.287786879052316,27.678952717028082,1,22.143162173622468,0.0,0.0
18,5,36.934466396978635,29.62616008113983,35.187150939231216,100.0,64.21680733238568,3.860553251070617,41.144153988709334,85.94291801932245,5,68.75433441545796,3.061048163610394e-92,6.069251669004706e-89
19,10,30.409705750056848,25.513364209268154,28.21094016701516,100.0,87.40007024562078,1.8964565280504264,41.879934895408496,66.1378966205743,1,52.91031729645944,4.390636581485847e-27,3.333947084700428e-25
20,6,33.007411862023424,28.34830077309082,30.65209451479771,100.0,50.62713294686907,2.7784846922928486,40.873213351659366,67.19487512756254,1,53.755900102050035,1.048242366096941e-40,2.917276774177635e-38
21,5,17.198653909960345,12.543365152173779,15.951146302659657,79.00887765996052,89.30814259231603,2.2891018722122327,17.69068970524486,36.082490523645255,5,28.865992418916207,100.0,100.0
22,10,22.640049489345078,18.515752032413797,20.52965340469143,28.932908012389383,35.7289245376411,0.9765383168783899,2.1124141883522536,4.77811628523485,6,3.82249302818788,0.0,0.0
23,9,24.763623385002273,18.426715377225815,22.194096486497898,27.626369185161202,48.660464432004225,0.9911479854458072,1.9336472304792787,2.980212766171864,5,2.3841702129374913,0.0,0.0
24,10,17.395844451798602,10.380308665104973,15.570701313251242,57.15447993629572,87.12031641400021,3.4336896151098837,20.21372640008855,30.61539181198107,6,24.492313449584856,61.82412992566944,61.82412992566944
25,10,19.734876940659507,15.208486541388883,18.601759226749152,18.09247815460155,44.92028560486893,1.1577795988671422,0.7660751899844899,1.1833118149879058,5,0.9466494519903247,0.0,0.0
26,5,19.007103530798,14.239036554837705,17.776123403467288,24.525541103909227,33.310634454705564,0.7492793412391705,2.0832004019804438,4.604852362437251,1,3.683881889949801,0.0,0.0
27,9,12.138006712776798,5.615375527665648,9.387996828307582,73.41657337054932,79.8407614208007,0.6956377790575637,18.369502215203468,40.42143580398519,2,32.33714864318815,0.0,0.0
28,6,9.745713030825483,3.8776423385276253,7.698207133390208,64.58135460859059,80.4065606425798,4.250563492048519,15.433703852637187,37.13697955228318,0,29.709583641826544,0.0,0.0
29,6,28.991131415798755,20.981002014430786,26.4321763342561,100.0,90.61939147674278,4.00548359560158,44.99601187388408,102.17874757988764,6,81.74299806391012,3.9126330683737367e-90,1.4617086918378284e-88
